Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
071320,KR7071320006,지역난방공사,KOSPI,,25600,1,300,1.19,25450,25650,25400,373,9503850,296415846400,11578744,STK
009680,KR7009680000,모토닉,KOSPI,,8980,3,0,0.0,8980,9000,8960,780,7000680,296340000000,33000000,STK
102460,KR7102460003,이연제약,KOSPI,,16460,2,-170,-1.02,16670,16680,16440,2800,46270590,296256577420,17998577,STK
241710,KR7241710003,코스메카코리아,KOSDAQ,우량기업부,27700,1,150,0.54,27550,28600,27150,120435,3366896550,295836000000,10680000,KSQ
115390,KR7115390007,락앤락,KOSPI,,5890,2,-40,-0.67,5930,5930,5880,7870,46482750,295680615160,50200444,STK
011760,KR7011760006,현대코퍼레이션,KOSPI,,22350,2,-150,-0.67,22400,22700,22000,14890,333862300,295667390100,13228966,STK
016790,KR7016790008,카나리아바이오,KOSDAQ,중견기업부,5120,2,-330,-6.06,5280,5300,5110,824682,4282109460,294901427200,57597935,KSQ
090710,KR7090710005,휴림로봇,KOSDAQ,투자주의환기종목(소속부없음),1800,2,-32,-1.75,1800,1823,1786,762795,1372616130,294796256400,163775698,KSQ
182360,KR7182360008,큐브엔터,KOSDAQ,중견기업부,21350,2,-1600,-6.97,22050,22200,21100,207731,4483276100,294730067450,13804687,KSQ
115450,KR7115450009,HLB테라퓨틱스,KOSDAQ,중견기업부,4000,2,-100,-2.44,4095,4095,3890,45407,181990570,293228784000,73307196,KSQ
330860,KR7330860008,네패스아크,KOSDAQ,우량기업부,24050,2,-1350,-5.31,25250,25250,24000,43318,1058726950,293026282250,12184045,KSQ
088390,KR7088390000,이녹스,KOSDAQ,우량기업부,31200,2,-2100,-6.31,32900,33000,31000,49598,1581295050,292838332800,9385844,KSQ
003800,KR7003800000,에이스침대,KOSDAQ,우량기업부,26400,2,-50,-0.19,26900,26900,26250,273,7203650,292776000000,11090000,KSQ
054450,KR7054450002,텔레칩스,KOSDAQ,우량기업부,19540,2,-610,-3.03,19890,20050,19410,221232,4362759650,291821302400,14934560,KSQ
036030,KR7036030005,케이티알파,KOSDAQ,중견기업부,5950,1,20,0.34,5850,5970,5830,30314,178611220,291664733850,49019283,KSQ
005010,KR7005010004,휴스틸,KOSPI,,5190,2,-160,-2.99,5400,5500,5110,664648,3516665470,291616109250,56188075,STK
334970,KR7334970001,프레스티지바이오로직스,KOSDAQ,기술성장기업부,4770,2,-145,-2.95,4890,4995,4725,260057,1251462810,291485012130,61107969,KSQ
265520,KR7265520007,AP시스템,KOSDAQ,우량기업부,19070,2,-120,-0.63,19210,19210,18990,13089,249252250,291416698470,15281421,KSQ
217330,KR7217330000,싸이토젠,KOSDAQ,기술성장기업부,15810,2,-440,-2.71,16110,16520,15600,12976,206781500,290956552440,18403324,KSQ
026890,KR7026890004,스틱인베스트먼트,KOSPI,,6980,1,40,0.58,7010,7080,6930,52492,367118140,290913661500,41678175,STK
389500,KR7389500000,에스비비테크,KOSDAQ,기술성장기업부,47100,2,-1650,-3.38,47750,48700,46600,179945,8570286000,290837978400,6174904,KSQ
002960,KR7002960003,한국쉘석유,KOSPI,,222500,1,500,0.23,222000,224000,222000,627,139670500,289250000000,1300000,STK
086390,KR7086390002,유니테스트,KOSDAQ,중견기업부,13630,1,120,0.89,13530,13730,13450,32073,435395970,288058137380,21134126,KSQ
289220,KR7289220006,자이언트스텝,KOSDAQ,기술성장기업부,13010,2,-260,-1.96,13270,13270,12960,19556,255235990,287803902450,22121745,KSQ
126720,KR7126720002,수산인더스트리,KOSPI,,20100,2,-350,-1.71,20450,20450,20100,4015,81159400,287148600000,14286000,STK
041020,KR7041020009,폴라리스오피스,KOSDAQ,벤처기업부,5760,1,60,1.05,5590,5860,5540,1229906,7047168620,286418868480,49725498,KSQ
001940,KR7001940006,KISCO홀딩스,KOSPI,,17630,2,-270,-1.51,17720,17900,17540,1267,22395890,285189579400,16176380,STK
002900,KR7002900009,TYM,KOSPI,,6330,2,-70,-1.09,6410,6430,6270,70588,448631020,285172551480,45050956,STK
272550,KR7272550005,삼양패키징,KOSPI,,17900,1,1540,9.41,16950,18080,16900,83737,1474193050,282617210900,15788671,STK
017890,KR7017890005,한국알콜,KOSDAQ,우량기업부,13080,2,-320,-2.39,13350,13350,13020,37853,497734260,282603340800,21605760,KSQ
206650,KR7206650004,유바이오로직스,KOSDAQ,기술성장기업부,7750,3,0,0.0,7950,7980,7650,113511,888414000,282447254250,36444807,KSQ
089030,KR7089030001,테크윙,KOSDAQ,우량기업부,7530,2,-70,-0.92,7530,7570,7410,78496,587974970,281272946850,37353645,KSQ
065510,KR7065510000,휴비츠,KOSDAQ,우량기업부,23300,2,-600,-2.51,23800,23900,23150,41769,976432000,280657144300,12045371,KSQ
123860,KR7123860009,아나패스,KOSDAQ,벤처기업부,23900,1,50,0.21,23850,23950,23400,4874,114766550,280345064100,11729919,KSQ
317330,KR7317330009,덕산테코피아,KOSDAQ,우량기업부,15250,2,-200,-1.29,15510,15590,15230,14220,217454410,280255777000,18377428,KSQ
010580,KR7010580009,에스엠벡셀,KOSPI,,2515,1,15,0.6,2500,2600,2455,203988,515612615,279798176400,111251760,STK
452260,KR7452260003,한화갤러리아,KOSPI,,1443,1,75,5.48,1362,1448,1340,2895680,4092472794,279739417230,193859610,STK
260870,KR7260870001,SK시그넷,KONEX,일반기업부,45850,2,-300,-0.65,46200,46350,45800,1304,59949650,279447038500,6094810,KNX
053690,KR7053690004,한미글로벌,KOSPI,,25500,2,-100,-0.39,25400,25850,25300,24959,637517300,279417525000,10957550,STK
034810,KR7034810002,해성산업,KOSDAQ,우량기업부,8570,2,-60,-0.7,8610,8670,8520,5646,48401580,279012264490,32556857,KSQ
016580,KR7016580003,환인제약,KOSPI,,14970,2,-170,-1.12,15200,15230,14950,21208,319586220,278443047900,18600070,STK
100790,KR7100790005,미래에셋벤처투자,KOSDAQ,우량기업부,5130,2,-20,-0.39,5150,5150,5020,3987,20307100,277878505500,54167350,KSQ
131400,KR7131400004,이브이첨단소재,KOSDAQ,벤처기업부,4685,2,-90,-1.88,4775,4780,4655,337320,1586811195,277324728615,59194179,KSQ
027360,KR7027360007,아주IB투자,KOSDAQ,우량기업부,2295,2,-5,-0.22,2290,2345,2280,27112,62384990,277288684020,120822956,KSQ
095720,KR7095720009,웅진씽크빅,KOSPI,,2400,2,-15,-0.62,2415,2420,2320,45575,108760240,277214364000,115505985,STK
204620,KR7204620009,글로벌텍스프리,KOSDAQ,중견기업부,5050,1,350,7.45,4835,5090,4775,2490172,12373874850,277131476000,54877520,KSQ
000480,KR7000480004,CR홀딩스,KOSPI,,9790,1,50,0.51,9720,10050,9650,129335,1268955290,275537905280,28144832,STK
002150,KR7002150001,도화엔지니어링,KOSPI,,8170,2,-90,-1.09,8360,8360,8160,14333,117918670,275492400000,33720000,STK
130660,KR7130660004,한전산업,KOSPI,,8450,1,170,2.05,8410,8580,8280,289720,2451220180,275470000000,32600000,STK
174900,KR7174900001,앱클론,KOSDAQ,기술성장기업부,17940,2,-30,-0.17,17930,18440,17680,45136,815213210,275416117860,15352069,KSQ
006840,KR7006840003,AK홀딩스,KOSPI,,20700,1,150,0.73,20550,20900,20200,2819,58103100,274224512700,13247561,STK
031330,KR7031330004,에스에이엠티,KOSDAQ,우량기업부,2740,2,-45,-1.62,2755,2765,2700,148409,404591630,273986483580,99995067,KSQ
001790,KR7001790005,대한제당,KOSPI,,3035,2,-20,-0.65,3085,3090,3025,217006,660998045,272229120300,89696580,STK
023410,KR7023410004,유진기업,KOSDAQ,우량기업부,3505,1,10,0.29,3495,3525,3460,66304,231726285,270974574815,77310863,KSQ
005390,KR7005390000,신성통상,KOSPI,,1883,2,-15,-0.79,1898,1900,1870,21631,40780152,270602898370,143708390,STK
099320,KR7099320004,쎄트렉아이,KOSDAQ,벤처기업부,29750,1,500,1.71,29250,29900,28850,10105,297968000,270296808250,9085607,KSQ
083930,KR7083930008,아바코,KOSDAQ,우량기업부,17450,2,-250,-1.41,17520,17700,17360,35732,623650200,268953325100,15412798,KSQ
001630,KR7001630003,종근당홀딩스,KOSPI,,53400,2,-800,-1.48,54200,54300,53400,697,37368700,267526577400,5009861,STK
064260,KR7064260003,다날,KOSDAQ,우량기업부,3870,2,-60,-1.53,3900,3930,3850,96937,376275920,266832784800,68949040,KSQ
001500,KR7001500008,현대차증권,KOSPI,,8400,3,0,0.0,8400,8450,8400,1453,12227270,266385520800,31712562,STK
252990,KR7252990007,샘씨엔에스,KOSDAQ,기술성장기업부,5300,2,-80,-1.49,5380,5380,5240,53738,284697450,265815383800,50153846,KSQ
214680,KR7214680001,디알텍,KOSDAQ,벤처기업부,3675,2,-55,-1.47,3705,3745,3570,1853047,6748875325,265796899725,72325687,KSQ
001460,KR7001460005,BYC,KOSPI,,425500,0,0,0.0,0,0,0,0,0,265149067500,624615,STK
357550,KR7357550003,석경에이티,KOSDAQ,기술성장기업부,48550,2,-2150,-4.24,50800,51000,48550,51007,2519138950,264840250000,5455000,KSQ
036200,KR7036200004,유니셈,KOSDAQ,우량기업부,8630,2,-230,-2.6,8750,8860,8550,139593,1201683590,264632244490,30664223,KSQ
060590,KR7060590007,씨티씨바이오,KOSDAQ,중견기업부,10930,1,260,2.44,10670,11060,10570,161016,1754324370,264298548600,24181020,KSQ
271980,KR7271980005,제일약품,KOSPI,,17960,1,110,0.62,17860,17990,17720,2280,40671100,264099501120,14704872,STK
036530,KR7036530004,SNT홀딩스,KOSPI,,16190,2,-10,-0.06,16380,16380,16190,615,10008450,263959914340,16303886,STK
001880,KR7001880004,DL건설,KOSPI,,11960,2,-60,-0.5,12020,12060,11900,1569,18775500,263757276640,22053284,STK
138580,KR7138580006,비즈니스온,KOSDAQ,벤처기업부,11560,1,220,1.94,11350,11800,11300,8755,101574940,260749244280,22556163,KSQ
051360,KR7051360006,토비스,KOSDAQ,중견기업부,16000,1,50,0.31,16060,16070,15680,29792,471532270,260272928000,16267058,KSQ
00104K,KR700104K010,CJ4우(전환),KOSPI,,61500,2,-900,-1.44,62400,62400,61500,1022,63117500,259930488000,4226512,STK
425420,KR7425420007,티에프이,KOSDAQ,벤처기업부,22800,2,-900,-3.8,22900,23300,22150,69592,1573633150,259486800000,11381000,KSQ
000490,KR7000490003,대동,KOSPI,,10780,2,-10,-0.09,10810,10920,10650,26033,280450980,259427437500,24065625,STK
037710,KR7037710001,광주신세계,KOSPI,,32600,2,-200,-0.61,32750,32750,32350,1642,53404750,259404394000,7957190,STK
084990,KR7084990001,헬릭스미스,KOSDAQ,기술성장기업부,6230,2,-170,-2.66,6390,6430,6160,56880,356443670,259146375670,41596529,KSQ
256840,KR7256840000,한국비엔씨,KOSDAQ,벤처기업부,3815,2,-65,-1.68,3880,3950,3810,234465,907107790,259085970045,67912443,KSQ
032620,KR7032620007,유비케어,KOSDAQ,우량기업부,4960,2,-120,-2.36,5000,5060,4925,107276,535293070,258897809440,52197139,KSQ
030530,KR7030530000,원익홀딩스,KOSDAQ,우량기업부,3350,2,-20,-0.59,3380,3385,3345,19925,66934820,258747236350,77237981,KSQ
004380,KR7004380002,삼익THK,KOSPI,,12300,2,-160,-1.28,12340,12450,12290,9555,118080270,258300000000,21000000,STK
003960,KR7003960002,사조대림,KOSPI,,28050,1,250,0.9,28200,28350,27800,16654,468381050,257063299350,9164467,STK
121800,KR7121800007,비덴트,KOSDAQ,관리종목(소속부없음),3320,0,0,0.0,0,0,0,0,0,256309348520,77201611,KSQ
298870,KR7298870007,우리벤처파트너스,KOSDAQ,중견기업부,2555,0,0,0.0,0,0,0,0,0,255500000000,100000000,KSQ
293480,KR7293480000,하나제약,KOSPI,,14350,1,50,0.35,14460,14460,14300,7472,107369520,255041775100,17772946,STK
114810,KR7114810005,한솔아이원스,KOSDAQ,투자주의환기종목(소속부없음),8680,2,-160,-1.81,8800,8800,8570,15640,134953600,254776870320,29352174,KSQ
208370,KR7208370007,셀바스헬스케어,KOSDAQ,벤처기업부,9910,1,140,1.43,9670,9950,9630,574193,5624316030,254494389240,25680564,KSQ
000050,KR7000050005,경방,KOSPI,,9280,2,-170,-1.8,9450,9450,9180,3695,34486680,254413705600,27415270,STK
246710,KR7246710008,티앤알바이오팹,KOSDAQ,기술성장기업부,11990,2,-270,-2.2,12260,12260,11980,11738,141867290,254181021820,21199418,KSQ
460850,KR7460850001,동국씨엠,KOSPI,,8500,2,-380,-4.28,8880,8900,8460,49209,423713510,254138576000,29898656,STK
278650,KR7278650007,HLB바이오스텝,KOSDAQ,중견기업부,3220,2,-80,-2.42,3300,3325,3215,147741,479245825,253093094800,78600340,KSQ
104700,KR7104700000,한국철강,KOSPI,,5960,2,-40,-0.67,5950,6000,5950,4658,27815220,253002000000,42450000,STK
213500,KR7213500002,한솔제지,KOSPI,,10590,2,-140,-1.3,10680,10710,10560,14410,153265290,252048099840,23800576,STK
042370,KR7042370007,비츠로테크,KOSDAQ,우량기업부,9610,1,800,9.08,9260,9910,9040,3654856,34415460520,251782240250,26200025,KSQ
025320,KR7025320003,시노펙스,KOSDAQ,우량기업부,3250,2,-65,-1.96,3265,3290,3230,263538,858436065,250999973250,77230761,KSQ
084690,KR7084690007,대상홀딩스,KOSPI,,6930,2,-40,-0.57,6970,6990,6880,32980,229323110,250952888340,36212538,STK
011330,KR7011330008,유니켐,KOSPI,,2900,1,345,13.5,2580,2925,2575,4097313,11472196250,250224736800,86284392,STK
294570,KR7294570007,쿠콘,KOSDAQ,벤처기업부,24400,1,150,0.62,24250,24450,24150,3014,73151250,250214314000,10254685,KSQ
214430,KR7214430001,아이쓰리시스템,KOSDAQ,우량기업부,35150,2,-900,-2.5,36050,36100,34700,15483,543329950,249802614000,7106760,KSQ
029460,KR7029460003,케이씨,KOSPI,,18420,2,-190,-1.02,18310,18520,18310,1575,28985510,249665490480,13554044,STK
092070,KR7092070002,디엔에프,KOSDAQ,우량기업부,21550,2,-1550,-6.71,22400,22500,21100,232417,5043448050,249373539900,11571858,KSQ
038540,KR7038540001,상상인,KOSDAQ,우량기업부,4465,2,-85,-1.87,4590,4590,4430,31411,140264380,247040917545,55328313,KSQ
900250,KYG2115T1076,크리스탈신소재,KOSDAQ,외국기업(소속부없음),2570,2,-100,-3.75,2655,2660,2550,1128796,2926305480,246439970230,95891039,KSQ
001520,KR7001520006,동양,KOSPI,,1031,2,-10,-0.96,1039,1040,1030,37200,38469387,246083268953,238684063,STK
096040,KR7096040001,이트론,KOSDAQ,관리종목(소속부없음),271,0,0,0.0,0,0,0,0,0,245561580945,906131295,KSQ
086890,KR7086890001,이수앱지스,KOSDAQ,기술성장기업부,7390,2,-10,-0.14,7500,7760,7280,304642,2308085100,245219916520,33182668,KSQ
052400,KR7052400009,코나아이,KOSDAQ,우량기업부,16340,2,-140,-0.85,16480,16480,16210,2876,46888280,245099983660,14999999,KSQ
016710,KR7016710006,대성홀딩스,KOSPI,,15230,2,-220,-1.42,15450,15520,15170,28745,439426560,245042460570,16089459,STK
268600,KR7268600004,셀리버리,KOSDAQ,관리종목(소속부없음),6680,0,0,0.0,0,0,0,0,0,244941204600,36667845,KSQ
214260,KR7214260002,라파스,KOSDAQ,기술성장기업부,28250,2,-1450,-4.88,29050,29450,28150,66731,1919546450,244557877000,8656916,KSQ
071840,KR7071840003,롯데하이마트,KOSPI,,10350,2,-80,-0.77,10330,10560,10330,3909,40625830,244339819200,23607712,STK
450140,KR7450140009,코오롱모빌리티그룹,KOSPI,,3890,1,25,0.65,3865,3915,3850,28740,111541175,244203502500,62777250,STK
035080,KR7035080001,그래디언트,KOSDAQ,중견기업부,15700,1,320,2.08,15550,15840,15500,15596,243695080,243783068800,15527584,KSQ
365590,KR7365590009,하이딥,KOSDAQ,기술성장기업부,1743,1,9,0.52,1734,1764,1700,303770,525693580,243616373490,139768430,KSQ
293780,KR7293780003,압타바이오,KOSDAQ,기술성장기업부,10900,2,-370,-3.28,11280,11290,10870,47863,527267570,243057639400,22298866,KSQ
277880,KR7277880001,티에스아이,KOSDAQ,기술성장기업부,12010,2,-350,-2.83,12390,12390,12000,39937,484791090,242008621930,20150593,KSQ
038290,KR7038290003,마크로젠,KOSDAQ,우량기업부,22300,2,-400,-1.76,22700,22900,22050,10822,241960700,241763220000,10841400,KSQ
005389,KR7005383005,현대차3우B,KOSPI,,100500,3,0,0.0,100600,101100,100000,2503,251164500,241647024000,2404448,STK
091580,KR7091580001,상신이디피,KOSDAQ,우량기업부,17730,2,-300,-1.66,18030,18030,17720,30087,536115950,241628322870,13628219,KSQ
036800,KR7036800001,나이스정보통신,KOSDAQ,우량기업부,24150,1,250,1.05,24400,24500,23900,14613,353750400,241500000000,10000000,KSQ
057680,KR7057680001,티사이언티픽,KOSDAQ,중견기업부,3590,1,50,1.41,3540,3615,3515,50499,180845730,241413552850,67246115,KSQ
051370,KR7051370005,인터플렉스,KOSDAQ,중견기업부,10340,2,-190,-1.8,10560,10560,10320,12814,132777290,241206060480,23327472,KSQ
166480,KR7166480004,코아스템켐온,KOSDAQ,기술성장기업부,7330,1,10,0.14,7400,7480,7210,6751,49451900,240939856080,32870376,KSQ
078070,KR7078070000,유비쿼스홀딩스,KOSDAQ,중견기업부,12870,1,100,0.78,12960,12960,12500,793,10090940,240625602360,18696628,KSQ
024850,KR7024850000,HLB이노베이션,KOSDAQ,중견기업부,3615,1,130,3.73,3450,3650,3410,238511,845278025,240423640065,66507231,KSQ
262260,KR7262260003,에이프로,KOSDAQ,벤처기업부,16620,2,-380,-2.24,16940,16970,16620,41634,695246740,240351027480,14461554,KSQ
093640,KR7093640001,케이알엠,KOSDAQ,벤처기업부,8180,1,80,0.99,8020,8220,8020,58349,475345310,238965464760,29213382,KSQ
013310,KR7013310008,아진산업,KOSDAQ,우량기업부,6150,1,90,1.49,6140,6180,5970,464012,2828116570,238660479300,38806582,KSQ
011500,KR7011500006,한농화성,KOSPI,,15210,2,-410,-2.62,15960,15960,15190,51567,792276000,237839408820,15637042,STK
081000,KR7081000002,일진다이아,KOSPI,,16740,2,-210,-1.24,17000,17000,16730,6861,115684200,237757801500,14202975,STK
104460,KR7104460001,디와이피엔에프,KOSDAQ,우량기업부,22150,2,-750,-3.28,23050,23500,22050,60287,1381241100,237306793750,10713625,KSQ
144960,KR7144960002,뉴파워프라즈마,KOSDAQ,우량기업부,5420,1,10,0.18,5410,5450,5370,10931,59182430,236814022080,43692624,KSQ
234080,KR7234080000,JW생명과학,KOSPI,,14940,1,400,2.75,14540,14990,14540,27041,400854420,236568236760,15834554,STK
045970,KR7045970001,코아시아,KOSDAQ,중견기업부,8950,2,-80,-0.89,8840,8990,8720,79868,704421450,235518140200,26314876,KSQ
004360,KR7004360004,세방,KOSPI,,12190,2,-40,-0.33,12130,12300,12050,22360,271626540,235372931100,19308690,STK
071055,KR7071051007,한국금융지주우,KOSPI,,40100,2,-450,-1.11,40650,40650,40050,667,26795350,234915865100,5858251,STK
418420,KR7418420006,라온텍,KOSDAQ,기술성장기업부,7950,2,-350,-4.22,8180,8250,7940,164185,1321052640,234497636100,29496558,KSQ
080420,KR7080420003,모다이노칩,KOSDAQ,우량기업부,2940,2,-55,-1.84,2950,2965,2940,3077,9066510,234381568680,79721622,KSQ
004980,KR7004980009,성신양회,KOSPI,,9540,2,-110,-1.14,9600,9600,9410,22393,212710110,233883336420,24516073,STK
083450,KR7083450007,GST,KOSDAQ,우량기업부,25100,1,50,0.2,25250,25250,24600,19292,481212250,233875399500,9317745,KSQ
005440,KR7005440003,현대지에프홀딩스,KOSPI,,3660,1,35,0.97,3660,3695,3620,108236,397106485,233594258880,63823568,STK
139990,KR7139990006,아주스틸,KOSPI,,8820,2,-100,-1.12,8900,9100,8810,3722,33185050,233308306980,26452189,STK
125210,KR7125210005,아모그린텍,KOSDAQ,우량기업부,14120,2,-100,-0.7,14070,14280,13950,35355,498052360,232934674800,16496790,KSQ
018310,KR7018310003,삼목에스폼,KOSDAQ,우량기업부,15840,1,30,0.19,15850,15890,15740,3134,49529140,232848000000,14700000,KSQ
030210,KR7030210009,다올투자증권,KOSPI,,3820,2,-15,-0.39,3835,3890,3775,57820,221028805,232680424920,60911106,STK
123040,KR7123040008,엠에스오토텍,KOSDAQ,중견기업부,5090,2,-120,-2.3,5210,5240,5060,275880,1418169910,232323109230,45643047,KSQ
035510,KR7035510007,신세계 I&C,KOSPI,,13500,2,-400,-2.88,13900,13900,13070,15148,205266450,232200000000,17200000,STK
002810,KR7002810000,삼영무역,KOSPI,,12570,1,70,0.56,12600,12680,12530,12320,155108200,232129536360,18466948,STK
002020,KR7002020006,코오롱,KOSPI,,18380,2,-210,-1.13,18470,18590,18380,4791,88336070,232073709880,12626426,STK
950170,KR8392080006,JTC,KOSDAQ,관리종목(소속부없음),4610,1,255,5.86,4430,4720,4430,133725,613239860,231830552030,50288623,KSQ
001270,KR7001270008,부국증권,KOSPI,,22350,1,50,0.22,22300,22700,22300,174,3906900,231766952100,10369886,STK
102260,KR7102260007,동성케미컬,KOSPI,,4650,2,-30,-0.64,4680,4680,4630,3898,18160130,231057235200,49689728,STK
048550,KR7048550008,SM C&C,KOSDAQ,중견기업부,2380,2,-10,-0.42,2390,2405,2360,61975,147418645,230130815600,96693620,KSQ
003200,KR7003200003,일신방직,KOSPI,,9880,1,100,1.02,9770,9880,9770,3540,34790980,230006400000,23280000,STK
263720,KR7263720005,디앤씨미디어,KOSDAQ,중견기업부,18730,1,150,0.81,18500,18990,18310,4263,78996960,229912829030,12275111,KSQ
356860,KR7356860007,티엘비,KOSDAQ,우량기업부,23350,1,500,2.19,22400,23350,22150,46686,1064317950,229591910500,9832630,KSQ
078520,KR7078520004,에이블씨엔씨,KOSPI,,8820,1,110,1.26,8900,9100,8610,201137,1794970640,229444900020,26014161,STK
318020,KR7318020005,포인트모바일,KOSDAQ,투자주의환기종목(소속부없음),18100,0,0,0.0,0,0,0,0,0,229187123200,12662272,KSQ
180400,KR7180400004,DXVX,KOSDAQ,중견기업부,7580,2,-120,-1.56,7770,7770,7460,78514,599036450,229063294560,30219432,KSQ
149950,KR7149950008,아바텍,KOSDAQ,중견기업부,14640,2,-60,-0.41,14620,14800,14510,3199,46728790,228493800000,15607500,KSQ
003070,KR7003070000,코오롱글로벌,KOSPI,,12010,2,-220,-1.8,12110,12160,11930,17892,215370480,227381883130,18932713,STK
190510,KR7190510008,나무가,KOSDAQ,우량기업부,13990,2,-130,-0.92,14020,14130,13900,22480,314471860,227370852160,16252384,KSQ
229500,KR7229500004,노브메타파마,KONEX,일반기업부,20500,0,0,0.0,0,0,0,0,0,227354184000,11090448,KNX
143240,KR7143240000,사람인,KOSDAQ,우량기업부,19440,1,30,0.15,19410,19590,19320,3456,67143200,226947672720,11674263,KSQ
078150,KR7078150000,HB테크놀러지,KOSDAQ,우량기업부,2635,1,20,0.76,2585,2655,2535,529123,1378672650,226223105585,85853171,KSQ
046440,KR7046440004,KG모빌리언스,KOSDAQ,우량기업부,5820,1,10,0.17,5840,5840,5780,28146,163474660,225964805760,38825568,KSQ
396270,KR7396270001,넥스트칩,KOSDAQ,기술성장기업부,12740,2,-400,-3.04,12730,13000,12560,43652,556383530,225954601600,17735840,KSQ
078020,KR7078020005,이베스트투자증권,KOSDAQ,우량기업부,4065,2,-35,-0.85,4100,4100,4065,2212,9000345,225531037350,55481190,KSQ
001130,KR7001130004,대한제분,KOSPI,,133400,1,1200,0.91,133500,133500,132300,300,39948000,225446000000,1690000,STK
042420,KR7042420000,네오위즈홀딩스,KOSDAQ,우량기업부,25450,2,-100,-0.39,25600,25750,25450,3980,101685600,225407239700,8856866,KSQ
110790,KR7110790003,크리스에프앤씨,KOSDAQ,우량기업부,19210,2,-10,-0.05,19400,19400,18950,3801,72789370,225054370800,11715480,KSQ
143160,KR7143160000,아이디스,KOSDAQ,우량기업부,21000,2,-850,-3.89,21500,21700,20800,17059,360329700,225044190000,10716390,KSQ
016590,KR7016590002,신대양제지,KOSPI,,5580,1,20,0.36,5560,5600,5560,5802,32372490,224861835600,40297820,STK
089600,KR7089600001,나스미디어,KOSDAQ,우량기업부,19400,1,220,1.15,19200,19430,19090,10794,208448380,224422362200,11568163,KSQ
008060,KR7008060006,대덕,KOSPI,,6620,2,-40,-0.6,6660,6660,6580,7933,52425290,224352793000,33890150,STK
226330,KR7226330009,신테카바이오,KOSDAQ,기술성장기업부,15110,2,-1050,-6.5,15920,15920,14900,421306,6422995540,224038478260,14827166,KSQ
067000,KR7067000000,조이시티,KOSDAQ,우량기업부,3260,2,-110,-3.26,3365,3365,3260,55289,181750980,223673597580,68611533,KSQ
150840,KR7150840007,인트로메딕,KOSDAQ,관리종목(소속부없음),5850,0,0,0.0,0,0,0,0,0,223669017000,38234020,KSQ
005720,KR7005720008,넥센,KOSPI,,4170,2,-45,-1.07,4220,4220,4170,529,2208820,223278384090,53543977,STK
004250,KR7004250007,NPC,KOSPI,,6070,2,-20,-0.33,6030,6130,6030,23172,140720940,222890400000,36720000,STK
114840,KR7114840002,아이패밀리에스씨,KOSDAQ,벤처기업부,25900,1,950,3.81,25250,26750,25150,61765,1606112400,222765174800,8600972,KSQ
063170,KR7063170005,서울옥션,KOSDAQ,우량기업부,12510,1,190,1.54,12320,12720,12180,44936,560577170,222356080170,17774267,KSQ
119830,KR7119830008,아이텍,KOSDAQ,중견기업부,10370,1,20,0.19,10350,10380,10000,35436,361938380,222273659890,21434297,KSQ
005860,KR7005860002,한일사료,KOSDAQ,중견기업부,5640,2,-90,-1.57,5780,5780,5590,394486,2229318690,222236783400,39403685,KSQ
432430,KR7432430007,와이랩,KOSDAQ,기술성장기업부,14030,2,-400,-2.77,14110,15210,13810,2658502,38764678640,222113896620,15831354,KSQ
206560,KR7206560005,덱스터,KOSDAQ,기술성장기업부,8730,2,-170,-1.91,8850,9050,8730,29314,258447970,221844455280,25411736,KSQ
015590,KR7015590003,KIB플러그에너지,KOSPI,,936,2,-44,-4.49,980,981,934,1251310,1196189065,221767925184,236931544,STK
171090,KR7171090004,선익시스템,KOSDAQ,중견기업부,23600,2,-350,-1.46,23200,23800,23000,27776,646114700,221291677600,9376766,KSQ
019680,KR7019680008,대교,KOSPI,,2610,2,-40,-1.51,2640,2650,2600,3897,10186445,221074438500,84702850,STK
000155,KR7000151001,두산우,KOSPI,,55300,2,-400,-0.72,55900,55900,54600,1471,80948600,221004348600,3996462,STK
045390,KR7045390002,대아티아이,KOSDAQ,우량기업부,3125,2,-45,-1.42,3135,3170,3120,119279,373437325,220229303125,70473377,KSQ
370090,KR7370090003,퓨런티어,KOSDAQ,기술성장기업부,26900,2,-1800,-6.27,27900,27900,26750,80055,2181915800,220091227000,8181830,KSQ
226950,KR7226950004,올릭스,KOSDAQ,기술성장기업부,16000,2,-450,-2.74,16450,16560,15970,21079,340125830,219746560000,13734160,KSQ
950220,KR8840140006,네오이뮨텍,KOSDAQ,외국기업(소속부없음),2215,2,-30,-1.34,2235,2235,2200,123755,273633485,218991434975,98867465,KSQ
063080,KR7063080006,컴투스홀딩스,KOSDAQ,중견기업부,33200,2,-550,-1.63,34050,34050,32950,6769,225544400,218960374400,6595192,KSQ
063570,KR7063570006,한국전자금융,KOSDAQ,우량기업부,6400,2,-60,-0.93,6390,6450,6300,62360,398040520,218545459200,34147728,KSQ
107590,KR7107590002,미원홀딩스,KOSPI,,94200,0,0,0.0,0,0,0,0,0,218544000000,2320000,STK
225530,KR7225530005,보광산업,KOSDAQ,우량기업부,6010,1,10,0.17,6000,6050,5950,11286,67452740,218395749270,36338727,KSQ
092730,KR7092730001,네오팜,KOSDAQ,우량기업부,26600,1,550,2.11,26250,27200,26000,48537,1298322700,218315802600,8207361,KSQ
