no,case_number,property_type,auction_date,percentage,result,auction_count,appraised_value,minimum_bid_price,sale_price,sale_rate,number_of_bidders,land_m2,land_pyung,building_m2,building_pyung,image,full_address_jibun,b_code,h_code,region1,region2,region3,main_address_no,sub_address_no,apartment_block,floor,room,apartment_name,full_address_road,building_name,road_name,main_building_no,sub_building_no,postcode,latitude,longitude
427,2021-55806(1),아파트,2022-07-12,64,배당종결,2,2,1,1,69,1,32.8,9.92,140.31,42.44,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/55806/12177_AUTO_89.jpg,서울 용산구 용산동5가 24-1,1117012700,1117062500,서울,용산구,용산동5가,24,1,105동,4,403,,서울 용산구 서빙고로 69,파크타워아파트,서빙고로,69,,04385,37.5233187069721,126.97281622163
428,2021-708(1),아파트,2022-07-07,64,배당종결,4,157,100,115,74,2,8.61,2.6,13.07,3.95,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/708/143076.jpg,서울 영등포구 당산동4가 92,1156011400,1156056000,서울,영등포구,당산동4가,92,,,3,308,현대아파트,서울 영등포구 국회대로29길 5,현대아파트,국회대로29길,5,,07219,37.5292653403567,126.895971685094
429,2021-104617(1),아파트,2022-07-07,100,배당종결,0,336,336,360,107,1,27.06,8.19,72.36,21.89,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/104617/88181.jpg,서울 금천구 독산동 887-5,1154510200,1154563000,서울,금천구,독산동,887,5,,1,101,청호센트레빌,서울 금천구 문성로 14-1,청호센트레빌,문성로,14,1,08552,37.4762479903265,126.905249377775
430,2021-109766(1),아파트,2022-07-06,80,배당종결,1,702,561,675,96,9,18.905,5.72,59.49,18.0,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/109766/81151.jpg,서울 구로구 개봉동 480,1153010700,1153075000,서울,구로구,개봉동,480,,209동,7,701,,서울 구로구 개봉로20길 158,현대홈타운2단지,개봉로20길,158,,08330,37.4916167844078,126.861624228247
431,2021-3540(1),아파트,2022-07-06,80,배당종결,1,978,782,841,86,3,38.2868,11.58,84.9353,25.69,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/3540/66503.jpg,서울 중랑구 상봉동 497,1126010200,1126058000,서울,중랑구,상봉동,497,,1403동,14,1402,태영아파트,서울 중랑구 상봉중앙로8길 104,태영데시앙아파트,상봉중앙로8길,104,,02078,37.6031459393664,127.092739964795
432,2021-111738(4),아파트,2022-07-05,80,잔금납부,1,173,138,171,99,1,11.0312,3.34,30.69,9.28,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/111738/78425.jpg,서울 강서구 화곡동 343-35,1150010300,1150054000,서울,강서구,화곡동,343,35,,4,407,성재센트리움아파트,서울 강서구 곰달래로23길 20,성재센트리움아파트,곰달래로23길,20,,07774,37.5314873786985,126.845984188808
433,2019-8796(1),아파트,2022-07-05,80,배당종결,1,180,144,177,99,4,10.549,3.19,18.873,5.71,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2019/8796/58134.jpg,서울 관악구 신림동 1734,1162010200,1162076500,서울,관악구,신림동,1734,,102동,10,1006,,서울 관악구 미성3길 16,신림 동부센트레빌,미성3길,16,,08865,37.4731882298145,126.916318606825
434,2021-931(1),아파트,2022-07-05,100,배당종결,0,2,2,3,113,3,96.95,29.33,172.27,52.11,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/931/45225_AUTO_13.jpg,서울 서초구 방배동 849-30,1165010100,1165062100,서울,서초구,방배동,849,30,103동,10,1004,,서울 서초구 방배로26길 41,방배동롯데캐슬로제,방배로26길,41,,06586,37.4901805010864,126.994801611495
435,2021-5772(1),아파트,2022-07-05,80,배당종결,1,3,2,3,92,3,80.66,24.4,193.03,58.39,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/5772/153487.jpg,서울 영등포구 여의도동 42,1156011000,1156054000,서울,영등포구,여의도동,42,,에이치동,3,307,한양아파트,서울 영등포구 국제금융로 79,한양아파트,국제금융로,79,,07340,37.5214748650509,126.932503484941
436,2021-103822(1),아파트,2022-07-05,80,배당종결,1,55,44,46,85,3,7.08,2.14,17.94,5.43,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/103822/38982_AUTO_224.jpg,서울 도봉구 쌍문동 450,1132010500,1132066000,서울,도봉구,쌍문동,450,,,4,404,청화아파트,서울 도봉구 우이천로38길 22,청화아파트,우이천로38길,22,,01378,37.6503556643909,127.02276826361
437,2021-1953(2),아파트,2022-06-28,64,배당종결,2,524,335,360,69,1,7.08,2.14,42.5438,12.87,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/1953/22320_AUTO_88.jpg,서울 마포구 공덕동 11-174,1144010200,1144056500,서울,마포구,공덕동,11,174,,2,203,현대아파트,서울 마포구 효창원로95길 35,,효창원로95길,35,,04185,37.5483508072471,126.961915004853
438,2021-3058(1),아파트,2022-06-28,80,배당종결,1,1,952,967,81,2,45.62,13.8,114.93,34.77,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/3058/35779.jpg,서울 서대문구 남가좌동 377,1141012000,1141070000,서울,서대문구,남가좌동,377,,109동,2,204,,서울 서대문구 증가로 191,DMC래미안클라시스,증가로,191,,03686,37.5777836266316,126.916529880454
439,2021-113215(1),아파트,2022-06-23,100,배당종결,0,72,72,72,100,1,2.877,0.87,6.063,1.83,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/113215/154519.jpg,서울 구로구 고척동 334,1153010600,1153072000,서울,구로구,고척동,334,,203동,18,1802,,서울 구로구 경인로 390,벽산블루밍,경인로,390,,08275,37.4957004752141,126.864395031441
440,2018-107678(2),아파트,2022-06-22,4,매각,9,61,8,20,34,1,3.31,1.0,11.21,3.39,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2018/107678/19849_AUTO_12.jpg,서울 강서구 화곡동 938-26,1150010300,1150054000,서울,강서구,화곡동,938,26,,6,602,,서울 강서구 곰달래로 64-1,한경빌,곰달래로,64,1,07775,37.5299851904217,126.839990229915
441,2021-3219(1),아파트,2022-06-22,80,배당종결,1,900,720,875,97,7,27.56,8.34,84.98,25.71,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/3219/41989.jpg,서울 영등포구 문래동4가 43,1156012200,1156060500,서울,영등포구,문래동4가,43,,102동,5,502,문래동삼환아파트,서울 영등포구 도림로143길 30,문래동삼환아파트,도림로143길,30,,07287,37.5137696079608,126.88949840102
442,2021-102642(1),아파트,2022-06-22,80,배당종결,1,932,745,849,91,2,35.0683,10.61,84.1969,25.47,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/102642/83277.jpg,서울 양천구 목동 750-5,1147010200,1147052000,서울,양천구,목동,750,5,101동,7,706,월드아파트,서울 양천구 목동중앙본로 34,월드아파트,목동중앙본로,34,,07975,37.5393928166845,126.869851986244
443,2021-110049(1),아파트,2022-06-22,80,배당종결,1,567,453,518,91,1,13.215,4.0,42.47,12.85,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/110049/41890.jpg,서울 영등포구 양평동3가 101,1156012700,1156062000,서울,영등포구,양평동3가,101,,605동,8,804,양평동6차현대아파트,서울 영등포구 선유로 201,양평동 6차 현대아파트,선유로,201,,07211,37.5318487496203,126.893510634364
444,2021-100183(1),아파트,2022-06-21,80,배당종결,1,385,308,398,103,6,25.814,7.81,47.26,14.3,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/100183/36985.jpg,서울 관악구 신림동 406-69,1162010200,1162066500,서울,관악구,신림동,406,69,,4,401,,서울 관악구 신림로 175,GS파크뷰,신림로,175,,08845,37.4744718179116,126.934454871385
445,2021-105835(1),아파트,2022-06-21,100,배당종결,0,476,476,540,114,8,39.1684,11.85,83.1891,25.16,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/105835/145008.jpg,서울 중랑구 면목동 1524,1126010100,1126057500,서울,중랑구,면목동,1524,,1동,2,201,,서울 중랑구 용마산로84길 9-15,온세솔내음아파트,용마산로84길,9,15,02193,37.5861356560392,127.095585242002
446,2021-100442(1),아파트,2022-06-15,100,배당종결,0,663,663,710,107,3,31.161,9.43,84.86,25.67,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/100442/117680.jpg,서울 관악구 신림동 1715,1162010200,1162068500,서울,관악구,신림동,1715,,102동,22,2201,우방아파트,서울 관악구 관천로27길 2,우방아파트,관천로27길,2,,08703,37.4889356289722,126.918798258761
447,2021-108800(1),아파트,2022-06-15,80,배당종결,1,655,524,630,96,5,36.67,11.09,84.97,25.7,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/108800/38015.jpg,서울 금천구 시흥동 1013,1154510300,1154568000,서울,금천구,시흥동,1013,,513동,19,1901,벽산아파트,서울 금천구 금하로 816,벽산5단지아파트,금하로,816,,08646,37.4479160600139,126.918442104095
448,2021-111837(1),아파트,2022-06-15,64,배당종결,2,209,133,152,73,2,17.904,5.42,37.08,11.22,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/111837/83581.jpg,서울 강서구 화곡동 1141,1150010300,1150059300,서울,강서구,화곡동,1141,,,2,205,삼익아파트,서울 강서구 강서로5라길 58,삼익아파트,강서로5라길,58,,07781,37.5294443121647,126.851289846939
449,2021-104337(1),아파트,2022-06-15,80,배당종결,1,850,680,765,90,2,13.87,4.2,84.91,25.69,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/104337/35666.jpg,서울 성북구 하월곡동 229,1129013600,1129068500,서울,성북구,하월곡동,229,,,6,607,,서울 성북구 동소문로 284,길음 서희스타힐스,동소문로,284,,02734,37.6054034845828,127.027338308577
450,2021-2710(1),아파트,2022-06-14,80,배당종결,1,712,569,600,84,2,20.63,6.24,68.03,20.58,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/2710/12499.jpg,서울 마포구 서교동 487,1144012000,1144066000,서울,마포구,서교동,487,,,12,1314,,서울 마포구 월드컵북로5나길 18,서교동 대우미래사랑,월드컵북로5나길,18,,04002,37.5573711251344,126.916789419776
451,2021-52104(1),아파트,2022-06-14,80,배당종결,1,1,1,1,96,5,29.59,8.95,84.4,25.53,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/52104/45636_AUTO_176.jpg,서울 마포구 신정동 30,1144011700,1144063000,서울,마포구,신정동,30,,104동,11,1103,서강지에스아파트,서울 마포구 창전로 26,서강GS아파트,창전로,26,,04093,37.5439771831853,126.931098399949
452,2021-56939(1),아파트,2022-06-14,80,배당종결,1,1,848,884,83,2,50.31,15.22,114.18,34.54,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/56939/15009.jpg,서울 은평구 수색동 415-1,1138010100,1138065000,서울,은평구,수색동,415,1,108동,14,1403,대림한숲타운아파트,서울 은평구 은평터널로 65,e편한세상수색에코포레,은평터널로,65,,03491,37.5868443421612,126.900022355271
453,2021-110551(1),아파트,2022-06-14,80,배당종결,1,141,112,122,87,2,6.2186,1.88,15.076,4.56,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/110551/14548.jpg,서울 영등포구 영등포동1가 145,1156010200,1156053500,서울,영등포구,영등포동1가,145,,,6,611,네이처해밀아파트,서울 영등포구 경인로114길 62,,경인로114길,62,,07308,37.5171997077237,126.91271935471
454,2021-105590(1),아파트,2022-06-14,80,배당종결,1,650,520,618,95,6,36.03,10.9,83.92,25.39,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/105590/13585.jpg,서울 노원구 상계동 1055,1135010500,1135063000,서울,노원구,상계동,1055,,102동,9,904,1차,서울 노원구 동일로237길 37,공인중개사,동일로237길,37,,01613,37.672725166933,127.052784607479
455,2021-106289(1),아파트,2022-06-14,80,배당종결,1,800,640,786,98,3,45.1435,13.66,84.9986,25.71,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/106289/13501.jpg,서울 강북구 번동 410,1130510200,1130559500,서울,강북구,번동,410,,101동,14,1403,수유역두산위브아파트,서울 강북구 덕릉로41길 12,수유역 두산위브 아파트 1,덕릉로41길,12,,01067,37.6358377607602,127.03201596996
456,2021-106357(1),아파트,2022-06-08,80,배당종결,1,800,640,765,96,2,27.185,8.22,84.846,25.67,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/106357/17282.jpg,서울 노원구 월계동 927,1135010200,1135056000,서울,노원구,월계동,927,,201동,4,409,월계2차한일아파트,서울 노원구 석계로13길 6-10,월계2차한일아파트,석계로13길,6,10,01896,37.6212224455872,127.062004500362
457,2021-1100(1),아파트,2022-06-07,80,배당종결,1,420,336,430,102,9,11.278,3.41,74.48,22.53,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/1100/14057.jpg,서울 강북구 수유동 63,1130510300,1130561500,서울,강북구,수유동,63,,,19,1901,삼호아파트,서울 강북구 도봉로 261,"삼호아파트, 수유프라자",도봉로,261,,01114,37.6316903733062,127.023458274882
458,2021-102201(1),아파트,2022-06-07,80,배당종결,1,716,572,685,96,4,35.005,10.59,84.09,25.44,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/102201/14079.jpg,서울 성북구 정릉동 239,1129013300,1129065000,서울,성북구,정릉동,239,,120동,6,604,,서울 성북구 솔샘로 120,정릉풍림아이원,솔샘로,120,,02702,37.6184876142783,127.007297911588
459,2021-103723(1),아파트,2022-06-07,100,배당종결,0,453,453,513,113,7,35.47,10.73,53.96,16.32,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/103723/27554_AUTO_219.jpg,서울 노원구 상계동 135,1135010500,1135067000,서울,노원구,상계동,135,,2동,13,1301,한신1차아파트,서울 노원구 한글비석로46가길 16,한신1차아파트,한글비석로46가길,16,,01653,37.6660836140376,127.068667494845
460,2021-100060(1),아파트,2022-06-02,100,배당종결,0,4,4,6,142,15,112.257,33.96,244.628,74.0,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/100060/163695.jpg,서울 서초구 반포동 20-43,1165010700,1165056000,서울,서초구,반포동,20,43,112동,22,2201,,서울 서초구 신반포로 270,반포자이아파트,신반포로,270,,06544,37.5063518132638,127.011034636758
461,2021-101865(1),아파트,2022-06-02,100,배당종결,0,1,1,1,112,5,43.883,13.27,59.94,18.13,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/101865/173326.jpg,서울 강남구 일원동 711,1168011400,1168073000,서울,강남구,일원동,711,,118동,2,202,수서아파트,서울 강남구 양재대로55길 10,수서1단지 에스에이치빌,양재대로55길,10,,06341,37.4926342499883,127.090283572636
462,2021-100008(1),아파트,2022-05-31,80,배당종결,1,613,490,636,104,12,15.2761,4.62,35.74,10.81,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/100008/59444.jpg,서울 강남구 청담동 60,1168010400,1168056500,서울,강남구,청담동,60,,107동,4,401,삼성청담공원아파트,서울 강남구 도산대로96길 39,청담공원아파트,도산대로96길,39,,06070,37.5224202022399,127.050536317213
463,2021-111172(1),아파트,2022-05-31,80,배당종결,1,490,392,422,86,3,34.84,10.54,84.22,25.48,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/111172/166187.jpg,서울 금천구 독산동 976-6,1154510200,1154563000,서울,금천구,독산동,976,6,105동,5,502,리치힐아파트,서울 금천구 독산로92길 17,리치힐 아파트,독산로92길,17,,08553,37.4739942420532,126.904400614398
464,2021-101628(1),아파트,2022-05-31,2,배당종결,3,165,84,93,56,1,34.84,10.54,82.08,24.83,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/101628/112570.jpg,서울 도봉구 쌍문동 478-25,1132010500,1132066000,서울,도봉구,쌍문동,478,25,,2,203,서광아파트,서울 도봉구 우이천로48길 83,서광아파트,우이천로48길,83,,01372,37.6545979164525,127.019379707895
465,2021-103938(1),아파트,2022-05-31,80,배당종결,1,176,141,190,108,3,16.23,4.91,33.58,10.16,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/103938/06688_AUTO_200.jpg,서울 도봉구 쌍문동 88-58,1132010500,1132068000,서울,도봉구,쌍문동,88,58,,5,501,,서울 도봉구 도봉로 493-8,,도봉로,493,8,01442,37.6498816978671,127.034789413427
466,2021-106616(1),아파트,2022-05-31,80,배당종결,1,885,708,758,86,1,35.216,10.65,114.24,34.56,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/106616/125539.jpg,서울 노원구 상계동 1285,1135010500,1135066500,서울,노원구,상계동,1285,,102동,5,508,동아불암아파트,서울 노원구 덕릉로 780,동아불암아파트,덕릉로,780,,01647,37.6669567609885,127.079688357716
467,2021-51826(1),아파트,2022-05-30,80,배당종결,1,1,1,1,92,5,49.18,14.88,84.99,25.71,http://img1.speedauction.co.kr/new_gamimg/2022/A02/2021/51826/20570_AUTO_175.jpg,서울 강동구 천호동 568,1174010900,1174061000,서울,강동구,천호동,568,,102동,6,602,,서울 강동구 올림픽로89길 57,강변그대家(가) River View(리버 뷰),올림픽로89길,57,,05243,37.5483347041107,127.12333487935
468,2021-109667(1),아파트,2022-05-25,80,배당종결,1,611,488,605,99,6,36.23,10.96,84.03,25.42,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/109667/167384.jpg,서울 강서구 내발산동 686-1,1150010600,1150061100,서울,강서구,내발산동,686,1,,1,102,보람아파트,서울 강서구 강서로47길 80,보람아파트,강서로47길,80,,07633,37.5533067656633,126.831780032578
469,2021-100961(1),아파트,2022-05-24,100,배당종결,0,444,444,501,113,1,32.61,9.86,84.87,25.67,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/100961/53389.jpg,서울 관악구 봉천동 917-1,1162010100,1162059500,서울,관악구,봉천동,917,1,,2,202,장미아파트,서울 관악구 청룡8길 5,장미아파트,청룡8길,5,,08785,37.4797915039298,126.945720412771
470,2020-6291(1),아파트,2022-05-19,100,배당종결,0,985,985,1,110,2,19.43,5.88,132.36,40.04,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2020/6291/22264_AUTO_307.jpg,서울 관악구 남현동 1059-1,1162010300,1162063000,서울,관악구,남현동,1059,1,,9,905,,서울 관악구 남부순환로 2068,르.메이에르 강남타운 1차,남부순환로,2068,,08806,37.4763335898741,126.978555813837
471,2021-103815(1),아파트,2022-05-11,100,배당종결,0,79,79,79,101,1,5.5297,1.67,7.72,2.34,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/103815/35175.jpg,서울 중랑구 신내동 317,1126010600,1126068000,서울,중랑구,신내동,317,,103동,14,1406,,서울 중랑구 용마산로 669,신내데시앙아파트,용마산로,669,,02053,37.6109225846863,127.099458305129
472,2021-104191(1),아파트,2022-05-11,100,배당종결,0,500,500,531,106,1,19.19,5.8,59.82,18.1,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/104191/35754_AUTO_279.jpg,서울 강북구 번동 136,1130510200,1130560800,서울,강북구,번동,136,,104동,20,2004,번동솔그린아파트,서울 강북구 오현로20길 46,,오현로20길,46,,01227,37.6261268924628,127.039305478078
473,2021-51200(1),아파트,2022-05-10,80,배당종결,1,370,296,330,89,2,9.66,2.92,28.28,8.55,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2021/51200/30512.jpg,서울 마포구 신수동 450,1144011100,1144063000,서울,마포구,신수동,450,,102동,15,1503,신촌삼익아파트,서울 마포구 신수로 105,신촌삼익아파트 상가동,신수로,105,,04095,37.5512705046389,126.935580343312
474,2021-4151(1),아파트,2022-05-10,80,배당종결,1,1,832,1,103,7,12.16,3.68,66.94,20.25,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/4151/144979.jpg,서울 영등포구 여의도동 11-1,1156011000,1156054000,서울,영등포구,여의도동,11,1,,13,2,순복음아파트,서울 영등포구 국회대로76가길 11,,국회대로76가길,11,,07239,37.5308364747251,126.923936866556
475,2021-53992(1),아파트,2022-05-03,80,배당종결,1,629,503,526,84,2,14.3371,4.34,33.445,10.12,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/53992/116323.jpg,서울 용산구 이촌동 430,1117012900,1117063000,서울,용산구,이촌동,430,,102동,2,203,엘지한강자이아파트,서울 용산구 이촌로64길 15,엘지한강자이아파트,이촌로64길,15,,04427,37.5199475597514,126.971107300788
476,2020-7750(1),아파트,2022-05-03,80,배당종결,1,320,256,312,98,7,27.42,8.29,53.7,16.24,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2020/7750/108591.jpg,서울 도봉구 방학동 444-31,1132010600,1132071000,서울,도봉구,방학동,444,31,101동,11,1105,통칭:101동,서울 도봉구 방학로 212-11,대원아파트,방학로,212,11,01359,37.6628728312142,127.028181852004
477,2020-52952(1),아파트,2022-05-02,80,배당종결,1,2,2,2,96,11,40.11,12.13,84.99,25.71,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/52952/08727_AUTO_221.jpg,서울 송파구 잠실동 22,1171010100,1171067000,서울,송파구,잠실동,22,,215동,17,1704,,서울 송파구 올림픽로 135,리센츠,올림픽로,135,,05502,37.5127510583527,127.088417185047
478,2021-53822(1),아파트,2022-05-02,100,배당종결,0,1,1,1,102,1,47.4438,14.35,84.87,25.67,http://img1.speedauction.co.kr/new_gamimg/2022/A02/2021/53822/49429_AUTO_16.jpg,서울 성동구 송정동 104,1120011800,1120072000,서울,성동구,송정동,104,,104동,3,303,,서울 성동구 동일로 237,서울숲아이파크,동일로,237,,04800,37.5529080625121,127.069207117454
479,2021-54450(1),아파트,2022-05-02,80,배당종결,1,215,172,192,89,1,3.4814,1.05,9.72,2.94,http://img1.speedauction.co.kr/new_gamimg/2022/A02/2021/54450/13443_AUTO_123.jpg,서울 송파구 가락동 913,1171010700,1171063100,서울,송파구,가락동,913,,에이동,-1,비091,헬리오시티,서울 송파구 송파대로 345,헬리오시티,송파대로,345,,05698,37.4976145695004,127.102531804188
480,2021-54993(1),아파트,2022-05-02,80,배당종결,1,920,736,858,93,6,23.79,7.2,59.4,17.97,http://img1.speedauction.co.kr/new_gamimg/2022/A02/2021/54993/398544.jpg,서울 송파구 풍납동 214-6,1171010300,1171052000,서울,송파구,풍납동,214,6,,8,803,갑을아파트,서울 송파구 한가람로 414,갑을아파트,한가람로,414,,05525,37.5351465385321,127.112570039664
481,2021-55477(1),아파트,2022-05-02,80,배당종결,1,693,554,560,81,1,35.654,10.79,57.585,17.42,http://img1.speedauction.co.kr/new_gamimg/2022/A02/2021/55477/08823_AUTO_137.jpg,서울 송파구 방이동 197,1171011100,1171056100,서울,송파구,방이동,197,,101동,5,506,신구블레스밸리아파트,서울 송파구 위례성대로12길 25,신구블레스밸리아파트,위례성대로12길,25,,05640,37.5113899355828,127.122326680742
482,2021-104153(1),아파트,2022-04-27,80,배당종결,1,820,656,785,96,14,19.336,5.85,59.94,18.13,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/104153/282098.jpg,서울 노원구 월계동 18,1135010200,1135058000,서울,노원구,월계동,18,,117동,15,1501,그랑빌아파트,서울 노원구 마들로 31,그랑빌아파트,마들로,31,,01913,37.6178028996422,127.068568020687
483,2021-2223(1),아파트,2022-04-20,64,배당종결,2,140,89,123,88,13,6.2186,1.88,15.076,4.56,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/2223/109934.jpg,서울 영등포구 영등포동1가 145,1156010200,1156053500,서울,영등포구,영등포동1가,145,,,8,811,네이처해밀아파트,서울 영등포구 경인로114길 62,,경인로114길,62,,07308,37.5171997077237,126.91271935471
484,2020-2509(1),아파트,2022-04-19,100,배당종결,0,932,932,1,131,18,54.95,16.62,51.48,15.57,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/2509/28349_AUTO_359.jpg,서울 양천구 신정동 325,1147010100,1147068000,서울,양천구,신정동,325,,1117동,11,1107,목동신시가지아파트,서울 양천구 목동동로 10,목동신시가지아파트11단지,목동동로,10,,08098,37.5120560613111,126.858409872488
485,2021-109117(1),아파트,2022-04-19,100,배당종결,0,515,515,583,113,3,14.75,4.46,59.94,18.13,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/109117/17529_AUTO_10.jpg,서울 양천구 신정동 948-24,1147010100,1147065000,서울,양천구,신정동,948,24,101동,13,1301,신호아파트,서울 양천구 오목로 160,신호아파트,오목로,160,,08020,37.5246564224396,126.85523050514
486,2019-51045(1),아파트,2022-04-18,100,매각,0,1,1,1,141,11,58.36,17.65,143.82,43.51,http://img1.speedauction.co.kr/new_gamimg/2020/A02/2019/51045/44169.jpg,서울 송파구 오금동 30-2,1171011200,1171057000,서울,송파구,오금동,30,2,201동,15,1502,,서울 송파구 중대로 293,오금동쌍용스윗닷홈,중대로,293,,05655,37.5071529061746,127.132165942754
487,2020-6369(1),아파트,2022-04-12,80,매각,1,2,1,2,106,29,33.53,10.14,91.77,27.76,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/6369/143101.jpg,서울 강남구 삼성동 17,1168010500,1168059000,서울,강남구,삼성동,17,,101동,6,603,삼성동롯데아파트,서울 강남구 학동로 432,삼성동롯데아파트,학동로,432,,06091,37.5176763813954,127.048701765343
488,2021-100787(1),아파트,2022-04-12,100,배당종결,0,1,1,1,105,5,40.88,12.37,114.75,34.71,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/100787/95823.jpg,서울 동작구 노량진동 325,1159010100,1159051000,서울,동작구,노량진동,325,,703동,6,602,신동아리버파크,서울 동작구 만양로 19,상도신동아리버파크아파트,만양로,19,,06920,37.5070717430905,126.945718197277
489,2021-2123(1),아파트,2022-04-12,80,배당종결,1,175,140,170,97,7,6.946,2.1,13.068,3.95,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/2123/101730.jpg,서울 서대문구 북가좌동 431,1141011900,1141071000,서울,서대문구,북가좌동,431,,6동,10,1002,연희한양아파트,서울 서대문구 응암로 28,DMC한양,응암로,28,,03790,37.575893797905,126.90909696044
490,2021-51392(1),아파트,2022-04-12,100,배당종결,0,2,2,2,100,1,81.2899,24.59,250.44,75.76,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/51392/105124.jpg,서울 용산구 이촌동 302-62,1117012900,1117063000,서울,용산구,이촌동,302,62,,9,903,,서울 용산구 이촌로54길 5,코스모스맨션,이촌로54길,5,,04427,37.5208586758001,126.968044082796
491,2021-105603(1),아파트,2022-04-12,100,배당종결,0,1,1,1,115,2,66.305,20.06,134.88,40.8,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/105603/111811.jpg,서울 강서구 가양동 1459,1150010400,1150060300,서울,강서구,가양동,1459,,107동,10,1002,대아아파트,서울 강서구 강서로 532,"동신아파트,대아아파트",강서로,532,,07524,37.5721731420165,126.843356532019
492,2020-108738(1),아파트,2022-04-12,2,배당종결,3,404,206,250,62,3,60.37,18.26,115.41,34.91,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/108738/09736_AUTO_51.jpg,서울 도봉구 방학동 266-3,1132010600,1132069000,서울,도봉구,방학동,266,3,,6,602,성원아파트,서울 도봉구 방학로7길 30,성원아파트,방학로7길,30,,01389,37.6612160254469,127.036087273208
493,2021-102874(1),아파트,2022-04-12,80,배당종결,1,583,466,558,96,9,22.83,6.91,59.4,17.97,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/102874/93393.jpg,서울 중랑구 신내동 591,1126010600,1126068000,서울,중랑구,신내동,591,,404동,11,1105,동성아파트,서울 중랑구 봉화산로 216,동성아파트,봉화산로,216,,02067,37.6067265670772,127.096444206008
494,2021-103747(1),아파트,2022-04-12,100,배당종결,0,492,492,512,104,3,18.277,5.53,59.98,18.14,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/103747/100685.jpg,서울 성북구 장위동 312,1129013800,1129077000,서울,성북구,장위동,312,,101동,3,308,우방아파트,서울 성북구 화랑로 235,우방아파트,화랑로,235,,02772,37.6102357287674,127.055051746889
