no,case_number,property_type,auction_date,percentage,result,auction_count,appraised_value,minimum_bid_price,sale_price,sale_rate,number_of_bidders,land_m2,land_pyung,building_m2,building_pyung,image,full_address_jibun,b_code,h_code,region1,region2,region3,main_address_no,sub_address_no,apartment_block,floor,room,apartment_name,full_address_road,building_name,road_name,main_building_no,sub_building_no,postcode,latitude,longitude
1,2020-104683(1),아파트,2023-08-10,100,매각,0,2,2,2,110,1,43.96,13.3,76.4,23.11,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/104683/54307.jpg,서울 서초구 잠원동 58-24,1165010600,1165054000,서울,서초구,잠원동,58,24,323동,2,210,신반포아파트,서울 서초구 신반포로 257,뉴타운,신반포로,257,,06523,37.5096205182617,127.013278085984
2,2022-108221(1),아파트,2023-08-10,64,매각,2,1,640,755,76,7,11.41,3.45,59.94,18.13,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/108221/54216_AUTO_263.jpg,서울 중구 황학동 2545,1114016500,1114067000,서울,중구,황학동,2545,,102동,27,2702,롯데캐슬베네치아,서울 중구 청계천로 400,롯데캐슬베네치아,청계천로,400,,04572,37.5709782271712,127.021433711217
3,2023-218(1),아파트,2023-08-10,100,매각,0,3,3,3,108,2,62.94,19.04,111.5,33.73,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/218/32919_AUTO_46.jpg,서울 강남구 압구정동 481,1168011000,1168054500,서울,강남구,압구정동,481,,91동,6,604,현대아파트,서울 강남구 압구정로 309,현대아파트,압구정로,309,,06006,37.5312147011021,127.035439289396
4,2023-100156(1),아파트,2023-08-10,80,매각,1,901,720,871,97,11,28.73,8.69,59.97,18.14,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/100156/212086.jpg,서울 중구 신당동 843,1114016200,1114064500,서울,중구,신당동,843,,106동,7,704,신당동삼성아파트,서울 중구 청구로1길 23,신당동삼성아파트,청구로1길,23,,04588,37.5581689025054,127.017895622274
5,2022-112350(1),아파트,2023-08-09,64,매각,2,1,979,1,78,9,68.82,20.82,133.3,40.32,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/112350/19898_AUTO_110.jpg,서울 동작구 신대방동 720,1159010900,1159068000,서울,동작구,신대방동,720,,103동,4,403,보라매이편한세상,서울 동작구 보라매로 70,보라매e편한세상아파트,보라매로,70,,07054,37.4954269340058,126.928560219273
6,2022-112435(1),아파트,2023-08-09,64,매각,2,1,1,1,79,6,48.98,14.82,115.24,34.86,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/112435/18980_AUTO_122.jpg,서울 서초구 잠원동 32-22,1165010600,1165054000,서울,서초구,잠원동,32,22,,6,601,보미리전빌,서울 서초구 신반포로41길 55,보미아파트,신반포로41길,55,,06528,37.5122984152296,127.016010348982
7,2023-101180(1),아파트,2023-08-09,80,매각,2,949,759,805,85,6,45.884,13.88,84.51,25.56,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/101180/182423.jpg,서울 관악구 남현동 1135,1162010300,1162063000,서울,관악구,남현동,1135,,103동,1,101,우림루미아트아파트,서울 관악구 남현길 91,우림루미아트아파트,남현길,91,,08809,37.4726335294843,126.97545516271
8,2022-121558(1),아파트,2023-08-09,80,매각,1,1,840,893,85,2,39.81,12.04,84.98,25.71,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/121558/11205_AUTO_17.jpg,서울 영등포구 신길동 769-1,1156013200,1156069000,서울,영등포구,신길동,769,1,101동,6,604,한성아파트,서울 영등포구 가마산로 575,한성아파트,가마산로,575,,07360,37.5046770229472,126.919326677841
9,2022-105528(1),아파트,2023-08-09,2,매각,3,470,240,312,67,6,23.45,7.09,42.93,12.99,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105528/124622.jpg,서울 도봉구 쌍문동 56,1132010500,1132067000,서울,도봉구,쌍문동,56,,110동,15,1506,삼익세라믹아파트,서울 도봉구 해등로 169,삼익세라믹아파트,해등로,169,,01431,37.6575242550096,127.034882395018
10,2022-4176(1),아파트,2023-08-08,64,매각,2,998,638,733,73,4,39.66,12.0,114.653,34.68,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/4176/01564_AUTO_3.jpg,서울 동작구 상도동 445,1159010200,1159056000,서울,동작구,상도동,445,,102동,5,502,경향렉스빌,서울 동작구 양녕로23길 9,경향렉스빌,양녕로23길,9,,07049,37.4952970416671,126.941935290017
11,2022-107860(1),아파트,2023-08-08,64,매각,2,1,1,1,71,3,65.48,19.81,117.0,35.39,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/107860/104688.jpg,서울 중구 신당동 851,1114016200,1114065000,서울,중구,신당동,851,,107동,12,1202,래미안신당하이베르아파트,서울 중구 퇴계로90길 74,래미안신당하이베르아파트,퇴계로90길,74,,04582,37.5616192513453,127.022720407044
12,2023-101395(1),아파트,2023-08-08,80,매각,1,1,1,1,83,4,46.7,14.13,84.96,25.7,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/101395/235989.jpg,서울 동작구 상도동 431,1159010200,1159053000,서울,동작구,상도동,431,,310동,7,704,래미안상도3차아파트,서울 동작구 상도로53길 8,래미안상도3차아파트,상도로53길,8,,06977,37.4993523923787,126.954733217786
13,2023-101999(1),아파트,2023-08-08,80,매각,1,414,331,411,99,17,4.992,1.51,36.96,11.18,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/101999/114799.jpg,서울 강남구 역삼동 720-25,1168010100,1168065000,서울,강남구,역삼동,720,25,,17,1708,디오빌역삼,서울 강남구 언주로 427,디오빌역삼,언주로,427,,06221,37.5014764820153,127.042690475293
14,2022-1899(1),아파트,2023-08-08,64,매각,2,348,222,222,64,1,4.992,1.51,26.97,8.16,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/1899/313546.jpg,서울 은평구 진관동 140,1138011400,1138069000,서울,은평구,진관동,140,,412동,8,801,은평뉴타운폭포동,서울 은평구 연서로44길 7,은평뉴타운 폭포동,연서로44길,7,,03309,37.6297936071878,126.932075644383
15,2022-2083(1),아파트,2023-08-08,64,매각,2,427,273,305,71,2,18.89,5.71,64.28,19.44,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/2083/314092.jpg,서울 은평구 역촌동 36-37,1138010800,1138062500,서울,은평구,역촌동,36,37,,8,801,,서울 은평구 연서로 28,은평연리지아파트,연서로,28,,03407,37.6016493430613,126.916227476359
16,2022-55759(1),아파트,2023-08-08,64,매각,2,1,870,953,70,8,18.89,5.71,101.76,30.78,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/55759/305218.jpg,서울 은평구 진관동 102,1138011400,1138069000,서울,은평구,진관동,102,,121동,10,1008,은평뉴타운 박석고개,서울 은평구 진관1로 21-10,은평뉴타운 박석고개,진관1로,21,10,03311,37.6330388638858,126.922287528799
17,2022-2919(1),아파트,2023-08-08,64,매각,2,1,819,910,71,12,70.545,21.34,126.28,38.2,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/2919/59173_AUTO_45.jpg,서울 중랑구 묵동 20,1126010400,1126062000,서울,중랑구,묵동,20,,513동,12,1204,신내대림아파트,서울 중랑구 신내로15길 196,,신내로15길,196,,02023,37.6160515822467,127.088201260977
18,2021-55569(1),아파트,2023-08-07,2,매각,6,1,335,349,27,2,41.251,12.48,84.93,25.69,http://img1.speedauction.co.kr/new_gamimg/2022/A02/2021/55569/744670.jpg,서울 성동구 마장동 817,1120010500,1120054000,서울,성동구,마장동,817,,104동,10,1003,삼성아파트,서울 성동구 마장로 271,삼성아파트,마장로,271,,04755,37.5661616765005,127.040127058738
19,2022-962(1),아파트,2023-08-07,64,매각,2,700,448,539,77,1,46.45,14.05,64.32,19.46,http://img1.speedauction.co.kr/new_gamimg/2023/A02/2022/962/50996_AUTO_274.jpg,서울 송파구 마천동 22-3,1171011400,1171055000,서울,송파구,마천동,22,3,,9,901,한주리버뷰아파트,서울 송파구 마천로 243,한주리버뷰아파트,마천로,243,,05733,37.4995102389517,127.144758027057
20,2022-1156(1),아파트,2023-08-07,100,매각,0,2,2,2,102,1,43.56,13.18,150.2,45.44,http://img1.speedauction.co.kr/new_gamimg/2023/A02/2022/1156/03280_AUTO_282.jpg,서울 성동구 행당동 377,1120010700,1120055000,서울,성동구,행당동,377,,102동,40,4002,서울숲더샵,서울 성동구 왕십리로 241,서울숲 더샵,왕십리로,241,,04765,37.5563704136977,127.040249242632
21,2022-53096(1),아파트,2023-08-07,80,매각,1,952,761,768,81,1,34.84,10.54,59.91,18.12,http://img1.speedauction.co.kr/new_gamimg/2023/A02/2022/53096/310354.jpg,서울 성동구 응봉동 98,1120010800,1120058000,서울,성동구,응봉동,98,,103동,1,103,금호현대아파트,서울 성동구 독서당로 377,금호현대아파트,독서당로,377,,04720,37.5510468773952,127.030954035723
22,2022-107982(1),아파트,2023-08-02,64,매각,2,1,947,1,76,9,44.9,13.58,84.83,25.66,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/107982/137501.jpg,서울 동대문구 답십리동 1014,1123010500,1123061000,서울,동대문구,답십리동,1014,,107동,4,404,답십리파크자이,서울 동대문구 답십리로56길 105,답십리파크자이,답십리로56길,105,,02616,37.5677324870223,127.059520848719
23,2022-109735(1),아파트,2023-08-02,80,매각,1,324,259,291,90,3,35.63,10.78,83.055,25.12,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/109735/149379.jpg,서울 도봉구 쌍문동 639-1,1132010500,1132067000,서울,도봉구,쌍문동,639,1,,3,302,아파트,서울 도봉구 해등로17길 10-10,한영아파트,해등로17길,10,10,01432,37.6567505096963,127.038030822026
24,2022-1677(1),아파트,2023-08-01,2,매각,3,320,163,191,60,3,18.04,5.46,41.28,12.49,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/1677/84124.jpg,서울 은평구 대조동 89-258,1138010600,1138057000,서울,은평구,대조동,89,258,,3,305,디안아파트,서울 은평구 역말로 116,디안아파트,역말로,116,,03392,37.6094302700942,126.921437996912
25,2022-2434(1),아파트,2023-08-01,80,매각,1,722,577,660,91,3,160.78,48.64,164.92,49.89,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/2434/39609_AUTO_62.jpg,서울 서대문구 홍은동 188-72,1141011800,1141068500,서울,서대문구,홍은동,188,72,,8,802,,서울 서대문구 연희로41길 162,홍은동동아아파트,연희로41길,162,,03648,37.5957610625951,126.934234604597
26,2022-54879(1),아파트,2023-08-01,64,매각,2,1,682,878,82,17,26.527,8.02,84.925,25.69,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/54879/104350.jpg,서울 서대문구 홍제동 469,1141011100,1141062000,서울,서대문구,홍제동,469,,,11,1105,인왕산 한신휴플러스,서울 서대문구 통일로 397,인왕산 한신휴플러스,통일로,397,,03730,37.585252170243,126.947368473304
27,2022-55629(1),아파트,2023-08-01,80,매각,1,1,1,1,86,1,53.6485,16.23,84.99,25.71,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/55629/13584.jpg,서울 용산구 한강로3가 91,1117012800,1117062500,서울,용산구,한강로3가,91,,104동,4,404,한강로우림필유아파트,서울 용산구 이촌로29길 21-7,한강로 우림필유,이촌로29길,21,7,04380,37.5254346092093,126.959821458745
28,2022-56103(1),아파트,2023-08-01,100,매각,0,451,451,482,107,2,27.086,8.19,58.66,17.74,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/56103/536631.jpg,서울 서대문구 홍제동 132-5,1141011100,1141065500,서울,서대문구,홍제동,132,5,,6,604,에이원아파트,서울 서대문구 홍제원길 45,에이원아파트,홍제원길,45,,03630,37.5874885345473,126.948618226479
29,2022-56936(1),아파트,2023-08-01,64,매각,2,510,326,385,76,7,17.077,5.17,29.96,9.06,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/56936/81564.jpg,서울 마포구 상암동 1637,1144012700,1144074000,서울,마포구,상암동,1637,,201동,13,1306,상암월드컵파크2단지,서울 마포구 월드컵북로47길 42,상암월드컵파크 2단지,월드컵북로47길,42,,03912,37.5748398903005,126.891577074081
30,2022-57458(1),아파트,2023-08-01,80,매각,1,1,1,1,90,8,38.95,11.78,84.665,25.61,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/57458/49959_AUTO_71.jpg,서울 마포구 신수동 462,1144011100,1144063000,서울,마포구,신수동,462,,105동,5,504,신촌숲아이파크,서울 마포구 광성로 17,신촌숲아이파크,광성로,17,,04094,37.5511313387287,126.934179457938
31,2023-107(1),아파트,2023-08-01,80,매각,1,1,1,1,80,1,29.04,8.78,126.3,38.21,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2023/107/147302.jpg,서울 마포구 신수동 462,1144011100,1144063000,서울,마포구,신수동,462,,105동,5,504,신촌숲아이파크,서울 마포구 광성로 17,신촌숲아이파크,광성로,17,,04094,37.5511313387287,126.934179457938
32,2022-105207(1),아파트,2023-08-01,64,매각,2,588,376,464,79,1,45.36,13.72,84.9696,25.7,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105207/126808.jpg,서울 도봉구 방학동 740,1132010600,1132071000,서울,도봉구,방학동,740,,103동,3,304,동양크레오아파트,서울 도봉구 시루봉로 166,동양크레오아파트,시루봉로,166,,01359,37.6643336090575,127.030293219915
33,2022-2469(1),아파트,2023-07-26,64,매각,2,840,537,627,75,4,27.698,8.38,59.998,18.15,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/2469/70469.jpg,서울 성북구 길음동 1278,1129013400,1129068500,서울,성북구,길음동,1278,,109동,1,103,동부센트레빌아파트,서울 성북구 숭인로 16,길음동동부센트레빌아파트,숭인로,16,,02726,37.6102709913229,127.024462245599
34,2022-2537(1),아파트,2023-07-26,64,매각,2,500,320,380,76,4,27.44,8.3,59.99,18.15,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/2537/70391.jpg,서울 노원구 상계동 1068,1135010500,1135063000,서울,노원구,상계동,1068,,,3,305,상계5지역중앙하이츠아파트,서울 노원구 동일로231길 62,중앙하이츠아파트상가,동일로231길,62,,01614,37.6722493799802,127.051721722888
35,2022-3028(1),아파트,2023-07-26,64,매각,2,152,97,118,78,1,7.226,2.19,14.166,4.29,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/3028/1239883.jpg,서울 동대문구 휘경동 365,1123010900,1123073000,서울,동대문구,휘경동,365,,106동,6,601,휘경동일하이빌,서울 동대문구 장안벚꽃로5길 10,휘경 동일하이빌,장안벚꽃로5길,10,,02513,37.5823446326166,127.073299760443
36,2022-3097(1),아파트,2023-07-26,64,매각,2,464,296,351,76,11,21.799,6.59,33.18,10.04,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/3097/05423_AUTO_38.jpg,서울 노원구 월계동 320-11,1135010200,1135058000,서울,노원구,월계동,320,11,301동,12,1206,월계3단지사슴아파트,서울 노원구 월계로55길 15,월계사슴3단지아파트,월계로55길,15,,01865,37.6317295957652,127.059686274576
37,2022-105610(1),아파트,2023-07-26,2,매각,3,568,290,374,66,19,29.21,8.84,41.3,12.49,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105610/65106.jpg,서울 노원구 상계동 637,1135010500,1135071000,서울,노원구,상계동,637,,1301동,9,905,상계주공아파트,서울 노원구 한글비석로54길 92,상계주공13단지아파트,한글비석로54길,92,,01672,37.6676719950496,127.062259494942
38,2022-108749(1),아파트,2023-07-26,80,매각,1,190,152,156,82,1,7.319,2.21,15.18,4.59,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/108749/172138.jpg,서울 노원구 하계동 271-3,1135010400,1135061200,서울,노원구,하계동,271,3,5동,13,1303,건영아파트,서울 노원구 섬밭로 209,신한은행,섬밭로,209,,01776,37.6354452993831,127.064243687991
39,2023-101326(1),아파트,2023-07-25,100,매각,0,2,2,2,100,1,75.13,22.73,132.05,39.95,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/101326/144245.jpg,서울 강남구 대치동 65,1168010600,1168061000,서울,강남구,대치동,65,,8동,9,908,쌍용대치아파트,서울 강남구 영동대로 220,쌍용아파트,영동대로,220,,06285,37.4994725764941,127.070483284674
40,2023-101449(1),아파트,2023-07-25,80,매각,1,1,1,1,91,5,28.4,8.59,173.84,52.59,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/101449/12392.jpg,서울 강남구 대치동 65,1168010600,1168061000,서울,강남구,대치동,65,,8동,9,908,쌍용대치아파트,서울 강남구 영동대로 220,쌍용아파트,영동대로,220,,06285,37.4994725764941,127.070483284674
41,2023-102404(1),아파트,2023-07-25,80,매각,1,1,824,869,84,1,34.475,10.43,84.79,25.65,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/102404/56812_AUTO_24.jpg,서울 강남구 대치동 65,1168010600,1168061000,서울,강남구,대치동,65,,8동,9,908,쌍용대치아파트,서울 강남구 영동대로 220,쌍용아파트,영동대로,220,,06285,37.4994725764941,127.070483284674
42,2022-2803(1),아파트,2023-07-25,64,매각,2,1,648,750,74,20,48.85,14.78,84.97,25.7,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/2803/1132185.jpg,서울 강북구 미아동 813,1130510100,1130557500,서울,강북구,미아동,813,,107동,10,1002,래미안트리베라1차,서울 강북구 삼양로19길 25,삼성래미안트리베라1차아파트,삼양로19길,25,,01200,37.6139423356183,127.020726256988
43,2022-107463(1),아파트,2023-07-25,64,매각,2,659,421,508,77,18,18.71,5.66,59.99,18.15,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/107463/14373_AUTO_49.jpg,서울 노원구 공릉동 745,1135010300,1135060000,서울,노원구,공릉동,745,,106동,23,2303,동신아파트,서울 노원구 공릉로 211,동신아파트,공릉로,211,,01833,37.6279956104976,127.07686359966
44,2022-107678(1),아파트,2023-07-25,64,매각,2,816,522,574,70,2,35.005,10.59,84.09,25.44,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/107678/902538.jpg,서울 성북구 정릉동 239,1129013300,1129065000,서울,성북구,정릉동,239,,103동,10,1002,정릉풍림아이원,서울 성북구 솔샘로 120,정릉풍림아이원,솔샘로,120,,02702,37.6184876142783,127.007297911588
45,2021-2763(1),아파트,2023-07-24,80,매각,1,1,1,1,100,3,46.86,14.18,115.93,35.07,http://img1.speedauction.co.kr/new_gamimg/2023/A02/2021/2763/810537.jpg,서울 송파구 가락동 95,1171010700,1171062000,서울,송파구,가락동,95,,102동,10,1001,가락동부센트레빌,서울 송파구 송파대로32길 33,가락동부센트레빌,송파대로32길,33,,05709,37.4978926729313,127.116289143694
46,2021-53914(1),아파트,2023-07-24,80,매각,1,1,997,1,88,14,39.419,11.92,84.975,25.7,http://img1.speedauction.co.kr/new_gamimg/2023/A02/2021/53914/809707.jpg,서울 강동구 암사동 413,1174010700,1174057000,서울,강동구,암사동,413,,118동,25,2501,프라이어팰리스,서울 강동구 고덕로 130,프라이어팰리스,고덕로,130,,05256,37.5535270917359,127.139500544208
47,2022-110446(1),아파트,2023-07-20,64,매각,2,2,1,2,81,1,56.45,17.08,72.51,21.93,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/110446/114885.jpg,서울 서초구 반포동 1092,1165010700,1165055000,서울,서초구,반포동,1092,,9동,2,201,,,,,,,,37.4995367142185,126.988216247365
48,2022-113063(1),아파트,2023-07-20,64,매각,2,624,399,451,72,10,20.327,6.15,59.6,18.03,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/113063/99096.jpg,서울 관악구 신림동 1727,1162010200,1162077500,서울,관악구,신림동,1727,,102동,19,1902,임광관악파크,서울 관악구 난곡로 167,임광관악파크아파트,난곡로,167,,08858,37.4697051500318,126.919101109642
49,2023-201(1),아파트,2023-07-20,80,매각,1,1,904,989,88,3,40.81,12.35,114.75,34.71,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/201/533611.jpg,서울 관악구 신림동 1727,1162010200,1162077500,서울,관악구,신림동,1727,,102동,19,1902,임광관악파크,서울 관악구 난곡로 167,임광관악파크아파트,난곡로,167,,08858,37.4697051500318,126.919101109642
50,2023-100613(1),아파트,2023-07-20,80,매각,1,1,1,1,86,1,24.7273,7.48,84.7739,25.64,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/100613/475469.jpg,서울 관악구 신림동 1727,1162010200,1162077500,서울,관악구,신림동,1727,,102동,19,1902,임광관악파크,서울 관악구 난곡로 167,임광관악파크아파트,난곡로,167,,08858,37.4697051500318,126.919101109642
51,2023-100774(1),아파트,2023-07-20,80,매각,1,2,2,2,90,8,48.5982,14.7,120.18,36.35,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/100774/475460.jpg,서울 관악구 신림동 1727,1162010200,1162077500,서울,관악구,신림동,1727,,102동,19,1902,임광관악파크,서울 관악구 난곡로 167,임광관악파크아파트,난곡로,167,,08858,37.4697051500318,126.919101109642
52,2023-101357(1),아파트,2023-07-20,80,매각,1,1,961,1,94,10,41.51,12.56,84.66,25.61,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/101357/475442.jpg,서울 관악구 신림동 1727,1162010200,1162077500,서울,관악구,신림동,1727,,102동,19,1902,임광관악파크,서울 관악구 난곡로 167,임광관악파크아파트,난곡로,167,,08858,37.4697051500318,126.919101109642
53,2023-101845(1),아파트,2023-07-20,80,매각,1,896,716,850,95,4,17.953,5.43,84.76,25.64,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/101845/478248.jpg,서울 관악구 신림동 1727,1162010200,1162077500,서울,관악구,신림동,1727,,102동,19,1902,임광관악파크,서울 관악구 난곡로 167,임광관악파크아파트,난곡로,167,,08858,37.4697051500318,126.919101109642
54,2022-111791(1),아파트,2023-07-19,80,매각,1,2,1,2,93,11,32.9342,9.96,84.91,25.69,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/111791/145537.jpg,서울 서초구 잠원동 157,1165010600,1165058000,서울,서초구,잠원동,157,,108동,1,104,동아아파트,서울 서초구 신반포로33길 15,동아아파트,신반포로33길,15,,06521,37.5087440552448,127.010214201793
55,2022-111814(1),아파트,2023-07-19,80,잔금납부,1,1,1,1,86,7,43.08,13.03,84.76,25.64,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/111814/145201.jpg,서울 동작구 본동 494,1159010400,1159051000,서울,동작구,본동,494,,103동,4,401,래미안트윈파크,서울 동작구 노량진로23가길 23,래미안 트윈파크,노량진로23가길,23,,06902,37.5140983783256,126.950796763912
56,2022-111210(1),아파트,2023-07-18,64,잔금납부,2,2,1,1,72,5,69.02,20.88,148.83,45.02,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/111210/1022486.jpg,서울 서초구 반포동 107-52,1165010700,1165058100,서울,서초구,반포동,107,52,,3,302,브리앙뜨,서울 서초구 사평대로16길 33,브리앙뜨,사평대로16길,33,,06575,37.4974164338831,126.995671983124
57,2023-101579(1),아파트,2023-07-18,80,매각,1,3,2,3,93,5,33.4558,10.12,106.22,32.13,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/101579/533587.jpg,서울 서초구 반포동 107-52,1165010700,1165058100,서울,서초구,반포동,107,52,,3,302,브리앙뜨,서울 서초구 사평대로16길 33,브리앙뜨,사평대로16길,33,,06575,37.4974164338831,126.995671983124
58,2023-102732(1),아파트,2023-07-18,80,매각,1,973,778,863,89,14,34.15,10.33,84.94,25.69,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/102732/543334.jpg,서울 서초구 반포동 107-52,1165010700,1165058100,서울,서초구,반포동,107,52,,3,302,브리앙뜨,서울 서초구 사평대로16길 33,브리앙뜨,사평대로16길,33,,06575,37.4974164338831,126.995671983124
59,2021-56755(1),아파트,2023-07-18,64,매각,2,1,727,855,75,15,57.4,17.36,84.89,25.68,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/56755/50077_AUTO_363.jpg,서울 마포구 상암동 1752,1144012700,1144074000,서울,마포구,상암동,1752,,901동,12,1202,상암월드컵파크9단지,서울 마포구 월드컵북로 501,상암월드컵파크9단지,월드컵북로,501,,03902,37.5835469334073,126.879166069383
60,2022-54893(1),아파트,2023-07-18,80,매각,1,1,920,926,81,1,34.71,10.5,77.65,23.49,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/54893/150550.jpg,서울 용산구 원효로4가 110-1,1117011800,1117057000,서울,용산구,원효로4가,110,1,,,,풍전아파트,서울 용산구 원효로25길 14,풍전아파트,원효로25길,14,,04362,37.5327883979196,126.953885517831
61,2022-55728(1),아파트,2023-07-18,100,매각,0,1,1,1,100,1,45.46,13.75,84.86,25.67,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/55728/176905.jpg,서울 용산구 한남동 807,1117013100,1117068500,서울,용산구,한남동,807,,106동,12,1205,한남힐스테이트,서울 용산구 장문로 141,한남힐스테이트,장문로,141,,04411,37.5284614513003,127.003788357426
62,2022-55780(1),아파트,2023-07-18,64,매각,2,677,433,531,78,10,26.21,7.93,59.94,18.13,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/55780/176911.jpg,서울 서대문구 홍제동 463,1141011100,1141064000,서울,서대문구,홍제동,463,,104동,2,204,문화촌현대아파트,서울 서대문구 문화촌길 6-24,문화촌현대아파트,문화촌길,6,24,03625,37.5922766950616,126.949493139598
63,2022-56066(1),아파트,2023-07-18,64,매각,2,1,806,850,68,2,26.21,7.93,84.7488,25.64,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/56066/179510.jpg,서울 은평구 진관동 62,1138011400,1138069000,서울,은평구,진관동,62,,101동,9,904,은평스카이뷰자이,서울 은평구 통일로 1034,은평 스카이뷰 자이,통일로,1034,,03306,37.635172972633,126.917817891844
64,2022-57779(1),아파트,2023-07-18,100,잔금납부,0,3,3,4,114,4,72.7507,22.01,169.71,51.34,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/57779/168818.jpg,서울 용산구 이촌동 430,1117012900,1117063000,서울,용산구,이촌동,430,,108동,17,1703,엘지한강자이아파트,서울 용산구 이촌로64길 15,엘지한강자이아파트,이촌로64길,15,,04427,37.5199475597514,126.971107300788
65,2022-399(1),아파트,2023-07-17,64,잔금납부,2,229,146,162,71,2,5.224,1.58,15.416,4.66,http://img1.speedauction.co.kr/new_gamimg/2023/A02/2022/399/16091_AUTO_62.jpg,서울 강동구 암사동 508,1174010700,1174058000,서울,강동구,암사동,508,,104동,10,1004,삼성광나루아파트,서울 강동구 상암로3길 77,삼성 광나루 아파트,상암로3길,77,,05240,37.5540369094746,127.127100652964
66,2022-474(1),아파트,2023-07-17,2,잔금납부,3,1,731,1,71,48,26.153,7.91,84.75,25.64,http://img1.speedauction.co.kr/new_gamimg/2023/A02/2022/474/KakaoTalk_Snapshot_20230706_180106_1688634191.png,서울 송파구 송파동 58-4,1171010400,1171058000,서울,송파구,송파동,58,4,,5,502,레이크 해모로,서울 송파구 오금로 126,레이크 해모로,오금로,126,,05618,37.5113607362582,127.108795565498
67,2022-50974(1),아파트,2023-07-17,64,잔금납부,2,2,1,1,79,27,37.8058,11.44,84.98,25.71,http://img1.speedauction.co.kr/new_gamimg/2023/A02/2022/50974/677066.jpg,서울 송파구 가락동 913,1171010700,1171063100,서울,송파구,가락동,913,,206동,7,701,헬리오시티,서울 송파구 송파대로 345,헬리오시티,송파대로,345,,05698,37.4974199508211,127.107103026758
68,2022-3876(1),아파트,2023-07-12,80,잔금납부,1,365,292,335,92,7,23.1175,6.99,58.83,17.8,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/3876/519784.jpg,서울 중구 신당동 841-13,1114016200,1114064500,서울,중구,신당동,841,13,,4,402,청구아파트,서울 중구 청구로1길 43,청구아파트,청구로1길,43,,04592,37.5576866753803,127.01611172828
